name,target,equipment,Level,gym,home,goal,bodyPart,type,sets,cluster
exercise ball hip flexor stretch,glutes,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,duration,3,9
exercise ball hug,spine,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,back,duration,4,10
exercise ball lat stretch,lats,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,back,duration,5,10
exercise ball lower back stretch (pyramid),lats,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,back,duration,4,10
exercise ball lying side lat stretch,lats,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,back,duration,3,10
exercise ball on the wall calf raise,calves,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower legs,weight,3,23
exercise ball on the wall calf raise (tennis ball between ankles),calves,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower legs,weight,4,23
exercise ball on the wall calf raise (tennis ball between knees),calves,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,lower legs,weight,3,23
exercise ball one leg prone lower body rotation,glutes,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,duration,4,9
exercise ball one legged diagonal kick hamstring curl,glutes,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,duration,3,9
exercise ball pike push up,pectorals,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,chest,duration,5,12
exercise ball prone leg raise,spine,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,back,duration,4,10
exercise ball seated hamstring stretch,hamstrings,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,duration,3,9
exercise ball seated triceps stretch,triceps,Exercise Ball,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,duration,5,2
exercise ball supine triceps extension,triceps,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper arms,weight,4,2
ez bar french press on exercise ball,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez bar lying bent arms pullover,lats,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
ez bar lying close grip triceps extension behind head,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez bar reverse grip bent over row,upper back,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
ez bar seated close grip concentration curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez bar standing french press,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
ez barbell anti gravity press,delts,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
ez barbell close grip preacher curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
ez barbell close-grip curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez barbell curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez barbell decline close grip face press,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez barbell decline triceps extension,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez barbell incline triceps extension,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
ez barbell jm bench press,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez barbell reverse grip curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
ez barbell reverse grip preacher curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
ez barbell seated curls,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
ez barbell seated triceps extension,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
ez barbell spider curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
ez-bar biceps curl (with arm blaster),biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez-bar close-grip bench press,triceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
ez-barbell standing wide grip biceps curl,biceps,ez barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
farmers walk,quads,dumbbell,Intermediate,1,1,Get Fitter & Lose Weight,upper legs,weight,4,9
finger curls,forearms,barbell,Intermediate,1,0,Get Fitter & Lose Weight,lower arms,weight,5,25
flag,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
flexion leg sit up (bent knee),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
flexion leg sit up (straight arm),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
floor fly (with barbell),pectorals,barbell,Beginner,1,0,Get Fitter & Lose Weight,chest,weight,4,17
flutter kicks,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
forward jump,quads,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
forward lunge (male),glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
frankenstein squat,glutes,barbell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
frog crunch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
frog planche,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
front lever,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
front lever reps,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4,18
front plank with twist,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
full maltese,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
full planche,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
full planche push-up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,4,17
gironda sternum chin,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,3,18
glute bridge march,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
glute bridge two legs on bench (male),glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
glute-ham raise,hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
gorilla chin,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
groin crunch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
hack calf raise,calves,sled machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,5,23
hack one leg calf raise,calves,sled machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,5,23
half knee bends (male),cardiovascular system,body weight,Beginner,1,1,Get Fitter & Lose Weight,cardio,duration,3,27
half sit-up (male),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
hamstring stretch,hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
hands bike,pectorals,upper body ergometer,Intermediate,1,0,Get Fitter & Lose Weight,chest,duration,5,12
hands clasped circular toe touch (male),glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
hands reversed clasped circular toe touch (male),glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
handstand,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,5,24
handstand push-up,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,3,24
hanging leg hip raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
hanging leg raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
hanging oblique knee raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
hanging pike,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
hanging straight leg hip raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
hanging straight leg raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
hanging straight twisting leg hip raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
high knee against wall,cardiovascular system,body weight,Beginner,1,1,Get Fitter & Lose Weight,cardio,duration,4,27
hip raise (bent knee),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
hug keens to chest,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
hyght dumbbell fly,pectorals,dumbbell,Beginner,1,1,Get Fitter & Lose Weight,chest,weight,3,17
hyperextension,spine,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,3,18
hyperextension (on bench),spine,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,5,18
impossible dips,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,4,24
inchworm,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
inchworm v. 2,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
incline close-grip push-up,triceps,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper arms,duration,4,24
incline leg hip raise (leg straight),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
incline push up depth jump,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3,17
incline push-up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5,17
incline push-up (on box),pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3,17
incline reverse grip push-up,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5,17
incline scapula push up,serratus anterior,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5,17
incline twisting sit-up,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
intermediate hip flexor and quad stretch,quads,rope,Beginner,1,0,Get Fitter & Lose Weight,upper legs,weight,3,1
inverse leg curl (bench support),hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
inverse leg curl (on pull-up cable machine),hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
inverted row,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,3,18
inverted row bent knees,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,5,18
inverted row on bench,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,5,18
inverted row v. 2,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4,18
inverted row with straps,upper back,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4,18
iron cross stretch,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
isometric chest squeeze,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5,17
isometric wipers,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,5,17
jack burpee,cardiovascular system,body weight,Beginner,1,1,Get Fitter & Lose Weight,cardio,duration,3,27
jack jump (male),cardiovascular system,body weight,Beginner,1,1,Get Fitter & Lose Weight,cardio,duration,3,27
jackknife sit-up,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
janda sit-up,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
jump rope,cardiovascular system,rope,Beginner,1,0,Get Fitter & Lose Weight,cardio,weight,4,27
jump squat,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
jump squat v. 2,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
kettlebell advanced windmill,abs,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,3,14
kettlebell alternating hang clean,forearms,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,lower arms,weight,5,25
kettlebell alternating press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
kettlebell alternating press on floor,pectorals,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
kettlebell alternating renegade row,upper back,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
kettlebell alternating row,upper back,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
kettlebell arnold press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
kettlebell bent press,abs,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,5,14
kettlebell bottoms up clean from the hang position,biceps,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
kettlebell double alternating hang clean,biceps,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
kettlebell double jerk,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell double push press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
kettlebell double snatch,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell double windmill,abs,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,3,14
kettlebell extended range one arm press on floor,pectorals,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
kettlebell figure 8,abs,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,5,14
kettlebell front squat,glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
kettlebell goblet squat,glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,4,9
kettlebell hang clean,hamstrings,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
kettlebell lunge pass through,glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,4,9
kettlebell one arm clean and jerk,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell one arm floor press,pectorals,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
kettlebell one arm jerk,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
kettlebell one arm military press to the side,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell one arm push press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell one arm row,upper back,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
kettlebell one arm snatch,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
kettlebell pirate supper legs,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell pistol squat,glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,4,9
kettlebell plyo push-up,pectorals,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
kettlebell seated press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
kettlebell seated two arm military press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
kettlebell seesaw press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell sumo high pull,traps,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
kettlebell swing,glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
kettlebell thruster,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
kettlebell turkish get up (squat style),glutes,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
kettlebell two arm clean,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
kettlebell two arm military press,delts,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
kettlebell two arm row,upper back,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
kettlebell windmill,abs,kettlebell,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,5,14
kick out sit,hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
kipping muscle up,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,4,18
knee touch crunch,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
kneeling jump squat,glutes,barbell,Beginner,1,0,Get Fitter & Lose Weight,upper legs,weight,5,1
kneeling lat stretch,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,3,18
kneeling plank tap shoulder (male),abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
kneeling push-up (male),pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3,17
korean dips,pectorals,body weight,Beginner,1,1,Get Fitter & Lose Weight,chest,duration,3,17
l-pull-up,lats,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,5,18
l-sit on floor,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
landmine 180,abs,barbell,Beginner,1,0,Get Fitter & Lose Weight,waist,weight,4,15
landmine lateral raise,delts,barbell,Beginner,1,0,Get Fitter & Lose Weight,shoulders,weight,4,40
lean planche,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
left hook. boxing,delts,body weight,Beginner,1,1,Get Fitter & Lose Weight,shoulders,duration,3,40
leg pull in flat bench,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
leg up hamstring stretch,hamstrings,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
lever alternate leg press ,quads,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,4,9
lever alternating narrow grip seated row ,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever assisted chin-up,lats,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
lever back extension,spine,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever bent over row ,upper back,barbell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever bent-over row with v-bar ,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever bicep curl,biceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
lever calf press ,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,5,23
lever chest press,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,5,12
lever chest press ,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
lever chest press v. 2,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,5,12
lever deadlift ,glutes,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever decline chest press,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
lever donkey calf raise,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,4,23
lever front pulldown,lats,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever gripless shrug,traps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever gripless shrug v. 2,traps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever gripper hands ,forearms,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower arms,weight,4,25
lever hammer grip preacher curl,biceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
lever high row ,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever hip extension v. 2,glutes,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
lever horizontal one leg press,glutes,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever incline chest press,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
lever incline chest press v. 2,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
lever kneeling leg curl ,hamstrings,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
lever kneeling twist,abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,3,14
lever lateral raise,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever leg extension,quads,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever lying leg curl,hamstrings,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,4,9
lever lying two-one leg curl,hamstrings,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever military press ,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever narrow grip seated row ,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever one arm bent over row ,upper back,barbell,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
lever one arm lateral high row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever one arm lateral wide pulldown ,lats,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever one arm shoulder press ,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
lever overhand triceps dip,triceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,4,2
lever preacher curl,biceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
lever preacher curl v. 2,biceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
lever pullover ,lats,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,5,10
lever reverse grip lateral pulldown ,lats,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever reverse grip preacher curl,biceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
lever reverse grip vertical row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever reverse hyperextension ,glutes,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
lever reverse t-bar row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever rotary calf,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,3,23
lever seated calf press,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,3,23
lever seated calf raise ,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,4,23
lever seated crunch,abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,3,14
lever seated crunch (chest pad),abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,5,14
lever seated crunch v. 2,abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,4,14
lever seated dip,triceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,3,2
lever seated fly,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,3,12
lever seated good morning,glutes,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever seated hip abduction,abductors,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever seated hip adduction,adductors,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,3,9
lever seated leg curl,hamstrings,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper legs,weight,5,9
lever seated leg raise crunch ,abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,5,14
lever seated reverse fly,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever seated reverse fly (parallel grip),delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,4,13
lever seated row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
lever seated shoulder press,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,5,13
lever seated squat calf raise on leg press machine,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,3,23
lever seated twist,abs,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,waist,weight,3,14
lever shoulder press ,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever shoulder press  v. 2,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever shoulder press  v. 3,delts,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,shoulders,weight,3,13
lever shrug ,traps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
lever standing calf raise,calves,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,lower legs,weight,3,23
lever standing chest press,pectorals,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,5,12
lever t bar row ,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever t-bar reverse grip row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
lever triceps extension,triceps,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,upper arms,weight,5,2
lever unilateral row,upper back,leverage machine,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,4,10
london bridge,upper back,rope,Advanced,1,0,Get Fitter & Lose Weight,back,weight,5,36
low glute bridge on floor,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
lower back curl,spine,body weight,Beginner,1,1,Get Fitter & Lose Weight,back,duration,5,18
lunge with jump,glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,5,1
lunge with twist,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
lying (side) quads stretch,quads,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,4,1
lying elbow to knee,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,4,15
lying leg raise flat bench,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,5,15
lying leg-hip raise,abs,body weight,Beginner,1,1,Get Fitter & Lose Weight,waist,duration,3,15
machine inner chest press,pectorals,leverage machine,Beginner,1,0,Get Fitter & Lose Weight,chest,weight,4,17
march sit (wall),glutes,body weight,Beginner,1,1,Get Fitter & Lose Weight,upper legs,duration,3,1
medicine ball catch and overhead throw,lats,medicine ball,Intermediate,1,0,Get Fitter & Lose Weight,back,weight,3,10
medicine ball chest pass,pectorals,medicine ball,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
medicine ball chest push from 3 point stance,pectorals,medicine ball,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
medicine ball chest push multiple response,pectorals,medicine ball,Intermediate,1,0,Get Fitter & Lose Weight,chest,weight,4,12
