goal,level,gender,Equipment Required,Day 1 Body Parts,Day 2 Body Parts,Day 3 Body Parts,Day 4 Body Parts,Day 5 Body Parts,Day 6 Body Parts,Day 7 Body Parts
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells, Machines","-, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist","-, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, upper legs, lower legs, back, upper legs, upper legs, lower legs, waist","-, shoulders, back, chest, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist","-, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, upper legs, lower legs, back, upper legs, upper legs, lower legs, waist"
Increase Strength,Intermediate,Male & Female,"Bands, Barbell, Cables, Dumbbells, Machines, Other","upper legs, upper arms, upper arms, upper legs, lower legs","upper legs, chest, upper legs, lower legs","upper legs, chest, upper legs, lower legs","upper legs, upper arms, upper arms, upper legs, lower legs","upper legs, chest, upper legs, lower legs","upper legs, chest, upper legs, lower legs","upper legs, upper arms, upper arms, upper legs, lower legs"
Increase Strength,Intermediate,Male & Female,"Barbell, Dumbbells, EZ Bar, Machines","-, shoulders, -, upper arms, upper arms","-, back","-, chest, -, upper arms, upper arms","-, upper legs, upper legs, lower legs, -, lower arms, upper arms","-, shoulders, -, upper arms, upper arms","-, back","-, chest, -, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","upper legs, lower legs, back, back, back, upper arms, upper arms, waist","chest, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms, chest, back","upper legs, -, upper legs, upper legs, -, -","upper legs, lower legs, back, back, back, upper arms, upper arms, waist","chest, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms, chest, back","upper legs, -, upper legs, upper legs, -, -","upper legs, lower legs, back, back, back, upper arms, upper arms, waist"
Increase Strength,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells","-, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist","-, upper legs, lower legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist","-, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, back, shoulders, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar","-, -, upper legs, upper legs, lower legs, shoulders, back, upper arms, upper arms, upper arms, upper arms","-, -, upper legs, upper legs, chest, back, shoulders, lower arms, upper arms","-, -, upper legs, -, shoulders, back, upper arms, upper arms, upper arms, upper arms","-, -, upper legs, upper legs, lower legs, shoulders, back, upper arms, upper arms, upper arms, upper arms","-, -, upper legs, upper legs, chest, back, shoulders, lower arms, upper arms","-, -, upper legs, -, shoulders, back, upper arms, upper arms, upper arms, upper arms","-, -, upper legs, upper legs, lower legs, shoulders, back, upper arms, upper arms, upper arms, upper arms"
Increase Strength,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs","chest, chest, chest, back, upper arms, upper arms","upper legs, lower legs, back","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, shoulders, shoulders, shoulders, back, back","upper legs, lower legs, upper legs, lower legs, back","chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, shoulders, shoulders","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, back"
Increase Strength,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","-, upper legs, upper legs, lower legs, -, -","-, chest, back, upper arms, upper arms, shoulders, shoulders, -","-, upper legs, upper legs, lower legs, -, -","-, chest, back, upper arms, upper arms, upper arms, upper arms, -, -","-, upper legs, upper legs, upper legs, lower legs, -, -","-, chest, back, upper arms, upper arms, shoulders","-, upper legs, upper legs, -, upper legs, lower legs, -"
Get Fitter,Beginner,Male & Female,"Bodyweight, Other","waist, waist, waist","waist, waist, -, waist","waist, waist, waist, waist, waist","waist, waist, waist","waist, waist, -, waist","waist, waist, waist, waist, waist","waist, waist, waist"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Exercise Ball","-, -, waist, waist, waist","waist, waist, lower arms, upper arms, upper legs, upper legs","-, -, waist, waist, waist","waist, waist, lower arms, upper arms, upper legs, upper legs","-, -, waist, waist, waist","waist, waist, lower arms, upper arms, upper legs, upper legs","-, -, waist, waist, waist"
Gain Muscle,Advanced,Male & Female,"Bodyweight, Cables, Exercise Ball","-, waist, waist, waist","-, waist, waist, waist","-, waist, waist, waist","-, waist, waist, waist","-, waist, waist, waist","-, waist, waist, waist","-, waist, waist, waist"
Gain Muscle,Beginner,Male & Female,Bodyweight,"waist, waist, waist","waist, waist, waist","waist, waist, waist","waist, waist, waist","waist, waist, waist","waist, waist, waist","waist, waist, waist"
Sports Performance,Beginner,Male & Female,"Bodyweight, Medicine Ball","waist, waist, waist, shoulders, waist, waist, waist","waist, waist, waist, shoulders, waist, waist, waist, waist","waist, waist, waist, shoulders, waist, waist, waist, waist","waist, waist, waist, shoulders, waist, waist, waist, waist",,,
Increase Strength,Beginner,Male & Female,"Bodyweight, Dumbbells, Exercise Ball, Medicine Ball","waist, waist, -, -","waist, upper legs, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms","waist, waist, -, -","waist, upper legs, -","waist, shoulders, waist"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Other","waist, waist","waist, waist","waist, waist","waist, waist","waist, waist","waist, waist","waist, waist"
Get Fitter,Beginner,Male & Female,"Cables, Dumbbells, Other","-, waist, upper legs, waist, waist, -","-, waist, upper legs, waist, waist, -","-, waist, upper legs, waist, waist, -",,,,
Increase Strength,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, Exercise Ball","chest, back, -, -, waist, -","chest, back, -, -, waist, -","chest, back, -, -, waist, -","chest, -, -, back, waist, -, -","chest, back, -, -, waist, -","chest, back, -, -, waist, -","chest, back, -, -, waist, -"
Gain Muscle,Intermediate,Male & Female,"Bodyweight, Exercise Ball","waist, upper legs, lower legs, waist","waist, upper legs, lower legs, waist, waist","waist, upper legs, lower legs, waist, waist","waist, upper legs, lower legs, waist, waist","waist, upper legs, lower legs, waist, waist","waist, upper legs, lower legs, waist, waist",
Gain Muscle,Beginner,Male & Female,"Barbell, Dumbbells, Other","-, waist, waist, waist, upper legs, waist, waist","-, waist, waist, waist, upper legs, waist, waist","-, waist, waist, waist, upper legs, waist, waist","-, waist, waist, waist, upper legs, waist, waist","-, waist, waist, waist, upper legs, waist, waist",,
Get Fitter,Beginner,Male & Female,Other,"-, waist, waist, waist, waist, waist, waist, waist, waist","-, waist, waist, waist, waist, waist, waist, waist, waist","-, waist, waist, waist, waist, waist, waist, waist, waist","-, waist, waist, waist, waist, waist, waist, waist, waist",,,
Increase Strength,Intermediate,Male & Female,"Bands, Bodyweight, Exercise Ball","shoulders, waist, waist, waist, waist","shoulders, waist, waist, waist, waist, waist, waist","waist, waist, waist, waist, shoulders, shoulders, waist","shoulders, waist, waist, waist, waist","shoulders, waist, waist, upper legs, lower legs, waist, shoulders, waist","waist, waist, waist, upper legs, lower legs, shoulders, shoulders, waist","waist, upper legs, lower legs, lower arms, upper arms, shoulders, waist"
Gain Muscle,Intermediate,Male & Female,"Cables, Other","-, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist","-, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist","-, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist, waist",,,,
Increase Strength,Intermediate,Male & Female,"Bodyweight, Dumbbells, Exercise Ball, Other","-, waist, waist, -","-, waist, waist, -","-, waist, waist, -, -",waist,"-, waist, waist, -","-, waist, waist, -","-, waist, waist, -, -"
Gain Muscle,Beginner,Male & Female,"Bands, Bodyweight, Medicine Ball","shoulders, waist, upper legs, lower legs, upper arms, upper arms","waist, waist, waist, shoulders","shoulders, waist, upper legs, lower legs, upper legs, lower legs","waist, waist, waist, shoulders, shoulders","shoulders, waist, upper legs, lower legs, upper legs, lower legs","waist, waist, waist, upper arms, upper arms, shoulders","chest, shoulders, waist"
Increase Strength,Intermediate,Male & Female,"Bodyweight, Dumbbells, Exercise Ball, Other","-, waist, -, -","waist, chest, waist","waist, -","waist, waist, chest","waist, chest, waist","waist, chest, waist","waist, -"
Gain Muscle,Beginner,Male & Female,Bodyweight,"-, waist, waist","-, waist, waist","-, waist, waist","-, waist, waist",,,
Increase Strength,Intermediate,Male & Female,"Bodyweight, Dumbbells, Exercise Ball, Other","-, chest, -, -","-, chest, -, -","-, chest, -, -","upper arms, upper arms, waist, waist, waist","upper arms, upper arms, chest, waist, waist","Upper body, chest, waist, waist","back, shoulders, waist, lower arms, upper arms"
Increase Strength,Intermediate,Male & Female,"Bodyweight, Dumbbells, Other","upper arms, upper arms, chest, shoulders, waist, shoulders, back","upper arms, upper arms, chest, waist, shoulders, back, back","upper arms, upper arms, chest, waist, shoulders, back","upper arms, upper arms, chest, waist, shoulders, back, back","upper arms, upper arms, chest, waist, shoulders, back, back","lower arms, upper arms, chest, waist, shoulders, back, back","upper arms, upper arms, chest, waist, shoulders, back"
Gain Muscle,Beginner,Male & Female,Other,"-, -, waist, waist","-, -, waist, waist","-, -, waist, waist","-, -, waist, waist","-, -, waist, waist",,
Gain Muscle,Intermediate,Male & Female,"Barbell, Machines","lower arms, upper arms, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, upper legs, lower arms, upper arms","lower arms, upper arms, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, upper legs, lower arms, upper arms","lower arms, upper arms, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, upper legs, lower arms, upper arms","lower arms, upper arms, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, upper legs, lower arms, upper arms","lower arms, upper arms, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, upper legs, lower arms, upper arms",,
Gain Muscle,Advanced,Male,"Dumbbells, Machines","chest, shoulders, shoulders, shoulders, shoulders, shoulders","chest, shoulders, shoulders, shoulders, shoulders, shoulders","chest, shoulders, shoulders, shoulders, shoulders, shoulders","chest, shoulders, shoulders, shoulders, shoulders, shoulders",,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","chest, chest, chest, back, back, back","upper legs, upper legs, upper legs, lower legs, lower arms, upper arms","shoulders, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms","chest, chest, chest, back, back, back","upper legs, upper legs, upper legs, lower legs, lower arms, upper arms","shoulders, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms","chest, chest, chest, back, back, back"
Gain Muscle,Beginner,Male & Female,Bodyweight,"upper legs, lower legs, chest, shoulders, upper legs, lower legs, upper arms, upper arms, back","upper legs, lower legs, chest, upper arms, upper arms, upper legs, lower legs, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, chest, upper arms, upper arms, upper legs, lower legs, chest, upper arms, upper arms","upper legs, lower legs, chest, upper arms, upper arms, upper legs, lower legs, chest, upper arms, upper arms","upper legs, lower legs, chest, upper arms, upper arms, upper legs, lower legs, chest, upper arms, upper arms",,
Gain Muscle,Beginner,Male & Female,"Bands, Barbell, Bodyweight, Dumbbells","chest, upper arms, upper arms, -, chest","back, chest, -, back","upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","shoulders, shoulders, shoulders, shoulders","upper legs, upper legs, lower legs, upper legs, lower arms, upper arms","chest, upper arms, upper arms, -, chest","back, chest, -, back"
Get Fitter,Beginner,Male & Female,"Bands, Dumbbells","upper legs, upper legs, upper legs, waist, lower arms, upper arms","upper arms, upper arms, chest, shoulders, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper arms, upper arms, chest, upper arms, upper arms, waist","upper legs, upper legs, upper legs, waist, lower arms, upper arms","upper arms, upper arms, chest, shoulders, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper arms, upper arms, chest, upper arms, upper arms, waist","upper legs, upper legs, upper legs, waist, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,Kettle Bells,"shoulders, shoulders, chest, back, -","upper legs, lower legs, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs","chest, shoulders, -, back, -","upper legs, lower legs, -, -, upper legs, lower legs, upper legs","shoulders, shoulders, chest, back, -","upper legs, lower legs, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs","chest, shoulders, -, back, -"
Gain Muscle,Beginner,Male & Female,Dumbbells,"-, upper legs, upper legs, upper legs, upper legs, -, upper legs, lower legs, upper legs, lower legs","-, upper legs, upper legs, upper legs, upper legs, -, upper legs, lower legs, upper legs, lower legs","-, upper legs, upper legs, upper legs, upper legs, -, upper legs, lower legs, upper legs, lower legs",,,,
Get Fitter,Beginner,Female,Kettle Bells,"upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, back, back, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, back, back, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms",,,,
Gain Muscle,Beginner,Male & Female,"Bands, Bodyweight","-, back, chest","-, chest, chest, chest","-, back, back, -","-, back, chest","-, chest, chest, chest","-, back, back, -","-, back, chest"
Gain Muscle,Advanced,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms",,
Gain Muscle,Intermediate,Male & Female,"Bands, Barbell, Bodyweight, Cables, Dumbbells","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms","back, upper arms, upper arms, back, upper arms, upper arms, back, -, upper arms, upper arms, waist","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms",,
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, chest, chest, shoulders, shoulders, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper legs, lower legs, back, back, back, -, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, chest, chest, shoulders, shoulders, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, lower legs, back, back, -, back, upper arms, upper arms, upper arms, upper arms","-, chest, chest, shoulders, shoulders, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Advanced,Male & Female,"Barbell, Cables, Dumbbells","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male,"Barbell, Dumbbells, Machines","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -"
Gain Muscle,Beginner,Male & Female,"Barbell, Cables, Dumbbells, Machines","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, back, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, back, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Bands, Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Other","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","-, upper arms, upper arms, chest, lower arms, upper arms, -, -, upper arms, upper arms, -","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","-, upper arms, upper arms, chest, lower arms, upper arms, -, -, upper arms, upper arms, -","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","-, upper arms, upper arms, chest, lower arms, upper arms, -, -, upper arms, upper arms, -","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","-, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","-, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms","-, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Other","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, -, upper arms, upper arms, -, -, upper arms, upper arms, lower arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, -, -, -, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, -, upper legs, -","-, -, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, -, upper arms, upper arms, -, -, upper arms, upper arms, lower arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, -, -, -, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, -, upper legs, -"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms",,,,
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other","-, -, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, -, lower arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, -, -, -, upper arms, upper arms","-, upper arms, upper arms, back, -, -, upper arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, back, -, -, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Bodyweight, Dumbbells, EZ Bar","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,Cables,"lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar","lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, chest, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, chest, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, lower arms, upper arms,upper arms, upper arms","lower arms, upper arms, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Dumbbells","-, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms",,,
